x,y,z
-5.245543203669482182e+02,1.923776645607001683e+02,1.755495431191818057e-01
-5.220743710521869616e+02,1.932996106468984010e+02,1.757248051212201290e-01
-5.174671618061179288e+02,1.948154286380404585e+02,7.605347972037890258e-02
-5.146225086657684642e+02,1.957351305179729763e+02,2.625509357739730376e-02
-5.119509719472155211e+02,1.966459623665289485e+02,-2.355831140283015657e-02
-5.077999891940718271e+02,1.978664750103731365e+02,-7.326483316915499699e-02
-5.050898034604031182e+02,1.986213077800351243e+02,-1.230734306281036083e-01
-5.029337743701974546e+02,1.991885365258149250e+02,-1.229210480952716011e-01
-5.003279836042456168e+02,1.997945961005213746e+02,-1.727354156500666704e-01
-4.976053565385030879e+02,2.003212616224639646e+02,-2.225392709194338181e-01
-4.952891060622334862e+02,2.007402539870087139e+02,-2.723724288542896943e-01
-4.926674344816431130e+02,2.012202962515979436e+02,-2.721848211106490112e-01
-4.900646694830479646e+02,2.016159568987520743e+02,-2.719971155088742876e-01
-4.890530366243480671e+02,2.017063831437087060e+02,-2.719224194038787346e-01
-4.849669709929811461e+02,2.021269307656466481e+02,-3.716242810387340167e-01
-4.838299035615013963e+02,2.022417765934476108e+02,-3.715415815943217126e-01
-4.817078455199412019e+02,2.022943838002917971e+02,-3.713829152119956234e-01
-4.788881705966971367e+02,2.023680442276462088e+02,-3.711732198679197903e-01
-4.758777706327407486e+02,2.024078294264880356e+02,-3.709494561515072064e-01
-4.732943617085179540e+02,2.024065604076586453e+02,-3.707574218137136834e-01
-4.710284117098917704e+02,2.022482024918539310e+02,-3.705849054358694161e-01
-4.684493113091186842e+02,2.020343106333833703e+02,-3.703884719236754108e-01
-4.661309541863465142e+02,2.018709545521861344e+02,-3.702136731613517862e-01
-4.638297857794361789e+02,2.016676306218676018e+02,-3.200397140154578324e-01
-4.598142405897841627e+02,2.010367333599306505e+02,-3.197295055069488967e-01
-4.588064886989961906e+02,2.008817849415051171e+02,-3.196520456821119183e-01
